movie_name,actors_List,genre_list
"Summer of Soul (...Or, When the Revolution Could Not Be Televised)","{'Gladys Knight & The Pips': 'Cast', 'Mavis Staples': 'Cast', 'Sly and the Family Stone': 'Self', 'The 5th Dimension': 'Cast', 'The Chambers Brothers': 'Cast', 'Aimee Link': 'Supervising Producer: Vulcan Productions', 'Andrea Dramer': 'Associate Producer: Vulcan Productions', 'Ashley Bembry-Kaintuck': 'Associate Producer', 'Beth Hubbard': 'Executive Producer', 'Cora Atkinson': 'Co-Producer', 'Dave Sirulnick': 'Executive Producer', 'David Barse': 'Executive Producer', 'David Dinerstein': 'Producer', 'Davis Guggenheim': 'Executive Producer', 'Gregory A. Thomson': 'Co-Producer', 'Inuka Bacote-Capiga': 'Co-Producer', 'Jannat Gargi': 'Executive Producer', 'Jen Isaacson': 'Executive Producer', 'Jody Allen': 'Executive Producer', 'Jon Kamen': 'Executive Producer', 'Jonathan Silberberg': 'Executive Producer', 'Joseph Patel': 'Producer', 'Laurene Powell-Jobs': 'Executive Producer', 'Nicole Stott': 'Executive Producer', 'Robert Fyvolent': 'Producer', 'Rocky Collins': 'Executive Producer', 'Ron Eisenberg': 'Executive Producer', 'Ruth Johnston': 'Executive Producer'}",['Documentary']
The Shop Around the Corner,"{'Edwin Maxwell': 'Doctor', 'Felix Bressart': 'Pirovitch', 'Frank Morgan': 'Hugo Matuschek', 'Inez Courtney': 'Ilona', 'James Stewart': 'Alfred Kralik', 'Joseph Schildkraut': 'Ferencz Vadas', 'Margaret Sullavan': 'Klara Novak', 'Sara Haden': 'Flora', 'Sarah Edwards': 'Woman Customer', 'William Tracy': 'Pepi Katona', 'Charles Arnt': 'Policeman', 'Charles Halton': 'Detective', 'Charles Smith': 'Rudy', 'Joan Blair': 'Customer Recognizing Matuschek', 'Mary Carr': 'Grandmother'}","['Drama', 'Comedy', 'Romance']"
12 Angry Men,"{'Henry Fonda': 'Juror 8', 'Lee J. Cobb': 'Juror 3', 'E.G. Marshall': 'Juror 4', 'Ed Begley': 'Juror 10', 'Edward Binns': 'Juror 6', 'George Voskovec': 'Juror 11', 'Jack Klugman': 'Juror 5', 'Jack Warden': 'Juror 7', 'James Kelly': 'Guard', 'John Fiedler': 'Juror 2', 'Joseph Sweeney': 'Juror 9', 'Martin Balsam': 'Juror 1', 'Robert Webber': 'Juror 12', 'Rudy Bond': 'Judge', 'Tom Gorman': 'Stenographer'}","['Drama', 'Crime']"
Manchester by the Sea,"{'Casey Affleck': 'Lee Chandler', 'Kyle Chandler': 'Joe Chandler', 'Lucas Hedges': 'Patrick', 'Michelle Williams': 'Randi', 'Amanda Blattner': 'Mourner', 'Anna Baryshnikov': 'Sandy', 'Anthony Estrella': '2nd Businessman At Bar', 'Ben Hanson': 'Lenny - The Bartender', ""Ben O'Brien"": 'Young Patrick', 'Brian Chamberlain': '1st Detective', 'C.J. Wilson': 'George', 'Chaunty Spillane': 'Funeral Mourner', 'Danae Nason': 'Rachel', 'Erica McDermott': 'Sue', 'Gretchen Mol': 'Elise', 'Heather Burns': 'Jill', 'Jeffrey Corazzini': 'Dad At School', 'Josh Hamilton': ""Wes, Joe's Lawyer"", 'Kara Hayward': 'Silvie', 'Lewis D. Wheeler': '1st Businessman At Bar', 'Liam McNeill': ""Josh (Randi's Husband)"", 'Mark Burzenski': 'Driver', 'Mary Mallen': 'Sharon', 'Matthew Broderick': 'Rodney', 'Missy Yager': 'Mrs. Olsen (4th Tenant)', 'Oscar Wahlberg': 'Joel', 'Quincy Tyler Bernstine': 'Marianne (3rd Tenant)', 'Richard Donelly': 'Mr. Martinez (1st Tenant)', 'Robert Sella': 'Dr. Muller', 'Ruibo Qian': 'Dr. Betheny', 'Stephanie Ann Saunders': 'Funeral Mourner', 'Stephen Henderson': 'Mr. Emery', 'Susan Pourfar': 'Nurse Irene', 'Tate Donovan': 'Hockey Coach', 'Tom Kemp': 'Stan Chandler', 'Virginia Loring Cooke': 'Mrs. Groom (2nd Tenant)'}",['Drama']
Rosemary's Baby,"{'John Cassavetes': 'Guy Woodhouse', 'Mia Farrow': 'Rosemary Woodhouse', 'Charles Grodin': 'Dr. Hill', ""D'Urville Martin"": 'Diego', 'Elisha Cook Jr.': 'Mr. Nicklas', 'Emmaline Henry': 'Elise Dunstan', 'Hanna Hertelendy': 'Grace Cardiff', 'Hope Summers': 'Mrs. Gilmore', 'Maurice Evans': 'Hutch', 'Patsy Kelly': 'Laura-Louise', 'Phil Leeds': 'Dr. Shand', 'Ralph Bellamy': 'Dr. Sapirstein', 'Ruth Gordon': 'Minnie Castevet', 'Sidney Blackmer': 'Roman Castevet', 'Victoria Vetri': 'Terry'}","['Drama', 'Horror']"
12 Years a Slave,"{'Alfre Woodard': 'Mistress Harriet Shaw', 'Benedict Cumberbatch': 'William Ford', 'Brad Pitt': 'Cast', 'Chiwetel Ejiofor': 'Solomon Northup', 'Garret Dillahunt': 'Armsby', 'Michael Fassbender': 'Edwin Epps', 'Michael K. Williams': 'Robert', 'Paul Dano': 'John Tibeats', 'Paul Giamatti': 'Theophilus Freeman', 'Sarah Paulson': 'Cast', 'Adepero Oduye': 'Eliza', 'Ashley Dyke': 'Anna', 'Bill Camp': 'Radburn', 'Bryan Batt': 'Judge Turner', 'Cameron Zeigler': 'Alonzo Northup', 'Chris Chalk': 'Clemens', 'Christopher Berry': 'Burch', 'Craig Tate': 'John', 'Dickie Gravois': 'Overseer', 'Dwight Henry': 'Uncle Abram', 'Kelsey Scott': 'Anne Northup', ""Lupita Nyong'o"": 'Patsey', 'Marcus Lyle Brown': 'Jasper', 'Mister Mackey Jr.': 'Randall', 'Quvenzhané Wallis': 'Margaret Northup', 'Ruth Negga': 'Celeste', 'Scoot McNairy': 'Brown', 'Taran Killam': 'Hamilton', 'Tom Proctor': 'Biddee', 'Tony Bentley': 'Mr. Moon'}","['Biography', 'Drama', 'History']"
Killer of Sheep,"{'Angela Burnett': ""Stan's Daughter"", 'Charles Bracy': 'Bracy', 'Delores Farley': 'Delores', 'Dorothy Stengel': 'Principal Cast', 'Eugene Cherry': 'Eugene', 'Henry G. Sanders': 'Stan', 'Jack Drummond': ""Stan's Son"", 'Kaycee Moore': ""Stan's Wife"", 'Slim': 'Principal Cast', 'Tobar Mayo': 'Principal Cast', 'Chris Terrill': 'Cast', 'Homer Jai': 'Cast', 'Johnny Smoke': 'Cast', 'Lawrence Pierott': 'Cast', 'Russell Miles': 'Cast'}",['Drama']
Nashville,"{'Barbara Baxley': 'Lady Pearl', 'David Arkin': 'Norman', 'Geraldine Chaplin': 'Opal', 'Karen Black': 'Connie White', 'Keith Carradine': 'Tom Frank', 'Ned Beatty': 'Delbert Reese', 'Robert DoQui': 'Wade', 'Ronee Blakley': 'Barbara Jean', 'Shelley Duvall': 'L. A. Joan', 'Timothy Brown': 'Tommy Brown', 'Allen Garfield': 'Barnett', 'Barbara Harris': 'Albuquerque', 'Henry Gibson': 'Haven Hamilton', 'Jeff Goldblum': 'Tricycle Man', 'Scott Glenn': 'Pfc. Glenn Kelly'}","['Drama', 'Comedy', 'Music']"
Ratatouille,"{'Brad Garrett': 'Gusteau', 'Lou Romano': 'Linguini', 'Patton Oswalt': 'Remy', 'Brian Dennehy': 'Django', 'Ian Holm': 'Skinner', 'Jake Steinfeld': 'Git (Lab Rat)', 'James Remar': 'Larousse', 'Janeane Garofalo': 'Colette', 'John Ratzenberger': 'Mustafa', 'Julius Callahan': 'Lalo/Francois', ""Peter O'Toole"": 'Anton Ego', 'Peter Sohn': 'Emile', 'Teddy Newton': 'Lawyer (Talon Labarthe)', 'Tony Fucile': 'Pompidou/Health Inspector', 'Will Arnett': 'Horst'}","['Fantasy', 'Comedy', 'Animation', 'Family']"
Parasite,"{'Andreas Fronk': 'German Father', 'Hyae Jin Chang': ""Chung-Sook, Ki-Taek's Wife"", 'Hye-jin Jang': 'Kim Chung-Sook', 'Hyun Seung-min': 'Park Da-Hye', 'JaeWook Park': 'VR Specialist', 'Jeong Esuz': 'CEO Of Pizza Place', 'Jeong-eun Lee': ""Moon-Gwang, The Park Family's Housekeeper"", 'Ji-rye Lee': 'Singer', 'Jung Hyeon-jun': ""Park Da-Song - Mr. Park's Son"", 'Jung Ik-Han': 'Neighbor', 'Kang Echae': 'Special Guest', 'Kang-ho Song': 'Kim Ki-Taek', 'Lee Joo-Hyung': 'Party Guy 3', 'Myeong-hoon Park': 'Geun-Se - Moon-Gwang Husband.', 'Pak Hyo-Shin': 'Special Guest', 'Seo Joon Park': 'Min', 'Seon-gyun Lee': 'Park Dong-Ik', 'So-dam Park': 'Kim Ki-Jung', 'Woo-sik Choi': 'Kim Ki-Woo', 'Yeo-Jeong Cho': 'Principal Cast', 'Yeo-jeong Jo': ""Yeon-Kyo, Mr. Park's Wife"", 'Ji-hye Lee': 'Cast', 'Jung Ziso': ""Da-Hye, Mr. Park's Daughter"", 'Keun-rok Park': 'Yoon', 'Seong-Bong Ahn': 'Man Provoking Quarrel'}","['Drama', 'Thriller', 'Comedy']"
Rocks,"{'Afi Okaidja': 'Yawa', 'Anastasia Dymitrow': 'Sabina', 'Bukky Bakray': ""Shola 'Rocks' Omotoso"", ""D'angelou Osei Kissiedu"": 'Emmanuel Omotoso', 'Kosar Ali': 'Sumaya', 'Layo-Christina Akinlude': 'Funke Omotoso', 'Ruby Stokes': 'Agnes', 'Sarah Niles': 'Ms. Booker', 'Shaneigha-Monik Greyson': 'Roshé', 'Tawheda Begum': 'Khadijah', 'Brie-Morgan Appleton': 'Natasha', 'Islah Abdur-Rahman': 'Ismail', 'Mohammad Amiri': 'Mohammed', 'Sharon D Clarke': 'Anita', 'Shola Adewusi': 'Grandmother Omotoso'}",['Drama']
The Grapes of Wrath,"{'Charley Grapewin': 'Grandpa', 'Dorris Bowdon': 'Rosasharn', 'Eddie Quillan': 'Connie', 'Henry Fonda': 'Tom Joad', 'Jane Darwell': 'Ma Joad', 'John Carradine': 'Jim Casy', 'John Qualen': 'Muley Bates', 'O.Z. Whitehead': 'Al', 'Russell Simpson': 'Pa Joad', 'Zeffie Tilbury': 'Grandma', 'Darryl Hickman': 'Winfield', 'Frank Darien': 'Uncle John', 'Frank Sully': 'Noah', 'Roger Imhof': 'Thomas', 'Shirley Mills': 'Ruthie'}","['Drama', 'History']"
Children of Paradise (1945),"{'Arletty': 'Caire Reine Dite Garance - Une Actrice De Théâtre Et Modèle', 'Jean-Louis Barrault': 'Jean-Baptiste Debureau - Un Mime Amoureux De Garance', 'Etienne Decroux': 'Anselme Debureau - Un Mime, Le Père De Jean-Baptiste', 'Fabien Loris': 'Avril - Le Bras Droit De Lacenaire', 'Gaston Modot': 'Fil De Soie - Un Faux Aveugle', 'Habib Benglia': ""L'employé Des Bains Turcs"", 'Jane Marken': ""Mme Hermine - La Tenancière De L'Hôtel Du Relais"", 'Louis Florencie': ""Le Gendarme Des 'Adrets'"", 'Marcel Pérès': 'Le Directeur Des Funambules', 'Marcelle Monthil': 'Marie - Une Actrice', 'María Casares': 'Nathalie - Une Camarade De Théâtre De Debureau, Amoureuse De Lui', 'Palau': 'Le Régisseur Des Funambules', 'Pierre Brasseur': 'Frédérick Lemaître - Un Grand Acteur De Théâtre', 'Pierre Renoir': ""Jéricho - Un Marchand D'habits"", 'Rognoni': 'Le Directeur Du Grand Théâtre'}","['Drama', 'Romance']"
Mean Streets,"{'Amy Robinson': 'Teresa', 'Cesare Danova': 'Giovanni', 'David Proval': 'Tony', 'George Memmoli': 'Joey', 'Harvey Keitel': 'Charlie', 'Jeannie Bell': 'Diane', 'Lenny Scaletta': 'Jimmy', 'Richard Romanus': 'Michael', 'Robert De Niro': 'Johnny Boy', 'Victor Argo': 'Mario', 'David Carradine': 'Drunk', 'Harry Northup': 'Soldier', 'Lois Walden': 'Jewish Girl', 'Murray Moston': 'Oscar', 'Robert Carradine': 'Boy With Gun'}","['Drama', 'Thriller', 'Crime']"
The Lady Eve,"{'Barbara Stanwyck': 'Jean', 'Charles Coburn': ""'Colonel' Harrington"", 'Eric Blore': 'Sir Alfred McGlennan Keith', 'Eugene Pallette': 'Mr. Pike', 'Henry Fonda': 'Charles', 'Janet Beecher': 'Mrs. Pike', ""Martha O'Driscoll"": 'Martha', 'Melville Cooper': 'Gerald', 'Robert Greig': 'Burrows', 'William Demarest': 'Muggsy', 'Abdullah Abbas': 'Man With Potted Palm', 'Dora Clement': 'Gertrude', 'Luis Alberni': ""Pike's Chef"", 'Mary Akin': 'Passenger On Ship', 'Norman Ainsley': ""Sir Alfred's Servant""}","['Comedy', 'Romance']"
Gravity,"{'George Clooney': 'Matt', 'Sandra Bullock': 'Ryan', 'Amy Warren': 'Explorer Captain', 'Basher Savage': 'Space Station Captain', 'Ed Harris': 'Mission Control', 'Eric Michels': 'NASA', 'Janis Ahern': 'Ryan Voice Over And Mocap Voice Work And Mocap', 'Orto Ignatiussen': 'Aningaaq', 'Paul Sharma': 'Shariff'}","['Sci-Fi', 'Drama', 'Mystery', 'Thriller']"
Fantasia,"{'Corey Burton': 'Narrator: Deems Taylor Overdubs (2000 Restoration)', 'Deems Taylor': 'Himself - Narrative Introductions', 'Hugh Douglas': 'Narrator (1982 Version)', 'James MacDonald': 'Percussionist', 'Julietta Novis': ""Soloist (Segment 'Ave Maria')"", 'Leopold Stokowski': 'Himself - Conductor Of The Philadelphia Orchestra', 'Paul J. Smith': 'Violinist', 'Tim Matheson': 'Narrator (1985 Version)', 'Walt Disney': 'Producer', 'Ben Sharpsteen': 'Producer'}","['Fantasy', 'Music', 'Animation', 'Family']"
Spirited Away,"{'Miyu Irino': 'Haku', 'Bunta Sugawara': 'Kamajî', 'Koba Hayashi': 'Kawa No Kami', 'Mari Natsuki': 'Yubaba/Zeniba', 'Noriko Kitou': 'Additional Voices', 'Rumi Hîragi': 'Chihiro/Sen', 'Ryûnosuke Kamiki': 'Bô', 'Shigeru Wakita': 'Cast', 'Shiro Saito': 'Additional Voices', 'Takashi Naitô': 'Chihiro No Otôsan', 'Takehiko Ono': 'Aniyaku', 'Tatsuya Gashûin': 'Aogaeru, Assistant Manager', 'Tsunehiko Kamijô': 'Chichiyaku', 'Yasuko Sawaguchi': 'Yûko Ogino', 'Yô Ôizumi': 'Bandai-Gaeru', 'Yumi Tamai': 'Rin'}","['Adventure', 'Fantasy', 'Animation', 'Family']"
Beauty and the Beast,"{""Paige O'Hara"": 'Belle', 'Robby Benson': 'Beast', 'Alec Murphy': 'Baker', 'Alvin Epstein': 'Bookseller', 'Angela Lansbury': 'Mrs. Potts', 'Bradley Pierce': 'Chip', 'Brian Cummings': 'Stove', 'David Ogden Stiers': 'Cogsworth/Narrator', 'Jerry Orbach': 'Lumiere', 'Jesse Corti': 'Lefou', 'Jo Anne Worley': 'Wardrobe', 'Mary Kay Bergman': 'Bimbette', 'Rex Everhart': 'Maurice', 'Richard White': 'Gaston', 'Tony Jay': ""Monsieur D'Arque""}","['Fantasy', 'Romance', 'Animation', 'Family', 'Musical']"
Small Axe: Lovers Rock,"{'Amarah-Jae St. Aubyn': 'Martha', 'Daniel Francis-Swaby': 'Bammy', 'Ellis George': 'Cynthia', 'Francis Lovehall': 'Reggie', 'Joshua Viner': 'Mr. Abott', 'Kadeem Ramsay': 'Samson', 'Kedar Williams-Stirling': 'Clifton', 'Marcus Fraser': 'Jabba', 'Micheal Ward': 'Franklyn', 'Shaniqua Okwok': 'Patty', 'Alexander James-Blake': 'Parker B', 'Frankie Fox': 'Eddie Marks', 'Jermaine Freeman': 'Skinner', 'Romario Simpson': 'Lizard', 'Saffron Coomber': 'Grace'}",['Drama']
Toy Story,"{'Tim Allen': 'Buzz Lightyear', 'Tom Hanks': 'Woody', 'Annie Potts': 'Bo Peep', 'Don Rickles': 'Mr. Potato Head', 'Erik von Detten': 'Sid', 'Jack Angel': 'Shark/Rocky Gibraltar', 'Jim Varney': 'Slinky Dog', 'John Morris': 'Andy', 'John Ratzenberger': 'Hamm', 'Laurie Metcalf': 'Mrs. Davis', 'Penn Jillette': 'TV Announcer', 'R. Lee Ermey': 'Sergeant', 'Sarah Freeman': 'Hannah', 'Spencer Aste': 'Additional Voice', 'Wallace Shawn': 'Rex'}","['Adventure', 'Fantasy', 'Comedy', 'Animation', 'Family']"
The Bride of Frankenstein,"{'Boris Karloff': 'The Monster', 'Colin Clive': 'Henry Frankenstein', 'Douglas Walton': 'Percy Bysshe Shelley', 'E.E. Clive': 'Burgomaster', 'Elsa Lanchester': ""Mary Wollstonecraft Shelley/The Monster's Mate"", 'Ernest Thesiger': 'Doctor Pretorius', 'Gavin Gordon': 'Lord Byron', 'Lucien Prival': 'Butler - Albert', ""Una O'Connor"": 'Minnie', 'Valerie Hobson': 'Elizabeth', 'Anne Darling': 'Shepherdess', 'Dwight Frye': 'Karl Glutz', 'Mary Gordon': ""Hans' Wife"", 'O.P. Heggie': 'Hermit', 'Reginald Barlow': 'Hans'}","['Sci-Fi', 'Drama', 'Horror']"
Don't Look Now,"{'Ann Rye': 'Mandy Babbage', 'Clelia Matania': 'Wendy', 'David Tree': 'Anthony Babbage', 'Donald Sutherland': 'John Baxter', 'Giorgio Trestini': 'Workman', 'Hilary Mason': 'Heather', 'Julie Christie': 'Laura Baxter', 'Leopoldo Trieste': 'Hotel Manager', 'Massimo Serato': 'Bishop Barbarrigo', 'Renato Scarpa': 'Inspector Longhi', 'Adelina Poerio': 'Dwarf', 'Bruno Cattaneo': 'Detective Sabbione', 'Nicholas Salter': 'Johnny Baxter', 'Sharon Williams': 'Christine Baxter'}","['Drama', 'Thriller', 'Horror']"
The Social Network,"{'Andrew Garfield': 'Eduardo Saverin', 'Jesse Eisenberg': 'Mark Zuckerberg', 'Justin Timberlake': 'Sean Parker', 'Adina Porter': ""Gretchen's Associate"", 'Alecia Svensen': 'Girl At Phoenix Club', 'Armie Hammer': 'Cameron Winklevoss/Tyler Winklevoss', 'Brenda Song': 'Christy Lee', 'Bryan Barter': 'Billy Olson', 'Caleb Landry Jones': 'Fraternity Guy', 'Calvin Dean': 'Mr. Edwards', 'Cherilyn Wilson': 'Coke Girl', 'Dakota Johnson': 'Cast', 'Denise Grayson': 'Gretchen', 'Dustin Fitzsimons': 'Phoenix Club President', 'James Dastoli': 'Student Playing Facemash', 'Jami Owen': 'Student Playing Facemash', 'Jayk Gallagher': 'Student Playing Facemash', 'Joseph Mazzello': 'Dustin Moskovitz', 'Malese Jow': 'Alice', 'Marcella Lentz-Pope': ""Erica's Roommate"", 'Max Minghella': 'Divya Narendra', 'Patrick Mapel': 'Chris Hughes', 'Rashida Jones': 'Marylin Delpy', 'Robert Dastoli': 'Student Playing Facemash', 'Rooney Mara': 'Erica Albright', 'Scotty Crowe': 'Student Playing Facemash', 'Shelby Young': 'K.C.', 'Toby Meuli': 'Phoenix Member Playing Facemash', 'Trevor Wright': 'Cast'}","['Biography', 'Drama', 'History', 'Comedy']"
My Fair Lady,"{'Audrey Hepburn': 'Eliza Doolittle', 'Gladys Cooper': 'Mrs. Higgins', 'Isobel Elsom': 'Mrs. Eynsford-Hill', 'Jeremy Brett': 'Freddy Eynsford-Hill', 'John Holland': 'Butler', 'Mona Washbourne': 'Mrs. Pearce', 'Rex Harrison': 'Professor Henry Higgins', 'Stanley Holloway': 'Alfred P. Doolittle', 'Theodore Bikel': 'Zoltan Karpathy', 'Wilfrid Hyde-White': 'Colonel Hugh Pickering', 'Elizabeth Aimers': 'Cockney', 'Helen Albrecht': 'Ascot Extra', 'John Alderson': ""Jamie - Doolittle's Crony"", 'LaWana Backer': 'Ad Lib At Church', 'Mary Alexander': 'Cockney'}","['Drama', 'Romance', 'Family', 'Musical']"
Portrait of a Lady on Fire,"{'Adele Haenel': 'Héloïse', 'Armande Boulanger': ""L'élève Atelier"", 'Cécile Morel': 'Woman Near Fire', 'Christel Baras': ""La Faiseuse D'anges"", 'Clément Bouyssou': 'Le Batelier', 'Guy Delamarche': ""L'homme Salon"", 'Luàna Bajrami': 'Sophie', 'Michèle Clément': 'Une Paysanne', 'Noémie Merlant': 'Marianne', 'Valeria Golino': 'La Comtesse', 'Bénédicte Couvreur': 'Producer', 'Olivier Père': 'Co-Producer', 'Rémi Burah': 'Co-Producer', 'Véronique Cayla': 'Producer'}","['Drama', 'History', 'Romance']"
I Am Not Your Negro,"{'Dick Cavett': 'Himself', 'James Baldwin': 'Himself', 'Samuel L. Jackson': 'Narration', 'Shumerria Harris': 'Herself', 'Amy Shatsky-Gambrill': 'Supervising Producer', 'Audrey Rosenberg': 'Consulting Producer', 'Hébert Peck': 'Producer', 'Joëlle Bertossa': 'Co-Producer', 'Patrick Quinet': 'Co-Producer', 'Prudence Arndt': 'Archival Producer', 'Raoul Peck': 'Producer', 'Rémi Grellety': 'Producer'}",['Documentary']
Woodstock,"{'Bob Davis': 'Self', 'Canned Heat': 'Themselves', 'Jimi Hendrix': 'Self', 'John Sebastian': 'Self', 'Santana': 'Themselves', 'Sly and the Family Stone': 'Themselves', 'Bob Maurice': 'Producer', 'Dale Bell': 'Associate Producer'}","['History', 'Music', 'Documentary']"
Double Indemnity,"{'Barbara Stanwyck': 'Phyllis Dietrichson', 'Byron Barr': 'Nino Zachetti', 'Edward G. Robinson': 'Barton Keyes', 'Fortunio Bonanova': 'Sam Garlopis', 'Fred MacMurray': 'Walter Neff', 'Jean Heather': 'Lola Dietrichson', 'John Philliber': 'Joe Peters', 'Porter Hall': 'Mr. Jackson', 'Richard Gaines': 'Edward S. Norton, Jr.', 'Tom Powers': 'Mr. Dietrichson', 'Edmund Cobb': 'Train Conductor', 'James Adamson': 'Pullman Porter', 'John Berry': 'Bit Part', 'Kernan Cripps': 'Conductor', 'Raymond Chandler': ""Man Reading Book Outside Keyes' Office""}","['Drama', 'Mystery', 'Thriller', 'Crime', 'Film-Noir']"
Snow White and the Seven Dwarfs,"{'Adriana Caselotti': 'Snow White', 'Billy Gilbert': 'Sneezy', 'Eddie Collins': 'Dopey/Chipmunk And Squirrel Sneezes', 'Harry Stockwell': 'Prince', 'Lucille La Verne': 'Queen/Witch', 'Marion Darlington': 'Birds', 'Otis Harlan': 'Happy', 'Pinto Colvig': 'Sleepy/Grumpy/Dopey Blowing Bubbles', 'Roy Atwell': 'Doc', 'Stuart Buchanan': 'Huntsman', 'James MacDonald': 'Yodeling', 'Moroni Olsen': 'Magic Mirror', 'Purv Pullen': 'Birds', 'Scotty Mattraw': 'Bashful'}","['Fantasy', 'Romance', 'Animation', 'Family', 'Musical']"
The Hurt Locker,"{'Anthony Mackie': 'Sergeant JT Sanborn', 'Brian Geraghty': 'Specialist Owen Eldridge', 'Jeremy Renner': 'Sergeant First Class William James', 'Barrie Rice': 'Contractor Chris', 'Christian Camargo': 'Colonel John Cambridge', 'Christopher Sayegh': 'Beckham', 'David Morse': 'Colonel Reed', 'Evangeline Lilly': 'Connie James', 'Feisal Sadoun': 'Contractor Feisal', 'Guy Pearce': 'Staff Sergeant Matt Thompson', 'Nabil Koni': 'Professor Nabil', 'Ralph Fiennes': 'Contractor Team Leader', 'Sam Redford': 'Contractor Jimmy', 'Sam Spruell': 'Contractor Charlie', 'Suhail Aldabbach': 'Black Suit Man'}","['Action', 'Drama', 'Thriller', 'War']"
Anatomy of a Murder,"{""Arthur O'Connell"": 'Parnell Emmett McCarthy', 'Ben Gazzara': 'Lt. Frederick Manion', 'Eve Arden': 'Maida Rutledge', 'George C. Scott': 'Claude Dancer', 'James Stewart': 'Paul Biegler', 'Kathryn Grant': 'Mary Pilant', 'Lee Remick': 'Laura Manion', 'Murray Hamilton': 'Alphonse Paquette', 'Orson Bean': 'Dr. Matthew Smith', 'Russ Brown': 'George Lemon', 'Alexander Campbell': 'Dr. W. Gregory Harcourt', 'Brooks West': 'Dist. Atty. Mitch Lodwick', 'Howard McNear': 'Dr. Dompierre', 'John Qualen': 'Deputy Sheriff Sulo', 'Ken Lynch': 'Det. Sgt. James Durgo'}","['Drama', 'Mystery', 'Thriller', 'Crime']"
Zero Dark Thirty,"{'Chris Pratt': 'Principal Cast', 'Édgar Ramírez': 'Principal Cast', 'Jason Clarke': 'Dan', 'Jennifer Ehle': 'Jessica', 'Jessica Chastain': 'Maya', 'Joel Edgerton': 'Principal Cast', 'Mark Strong': 'Principal Cast', 'Alexander Karim': 'Detainee On Monitor', 'Ali Marhyar': 'Interrogator On Monitor', 'Aymen Hamdouchi': 'Detainee On Monitor', 'Callan Mulvey': 'Cast', 'Fares Fares': 'Cast', 'Frank Grillo': 'Cast', 'Harold Perrineau': 'Jack', 'J.J. Kandel': 'J.J.', 'James Gandolfini': 'Cast', 'Jeremy Strong': 'Thomas', 'Jessica Collins': 'Cast', 'Kyle Chandler': 'Joseph Bradley', 'Lee Asquith-Coe': 'Sean Cohen', 'Mark Duplass': 'Cast', 'Mark Valley': 'Cast', 'Mike Colter': 'Cast', 'Nabil Elouahabi': 'Detainee On Monitor', 'Nina Arianda': 'Cast', 'Parker Sawyers': 'Interrogator On Monitor', 'Reda Kateb': 'Ammar', 'Scott Adkins': 'Cast', 'Senem Temiz': 'CIA Agent', 'Simon Abkarian': 'Detainee On Monitor', 'Stephen Dillane': 'Cast', 'Taylor Kinney': 'Cast', 'Wahab Sheikh': 'Detainee On Monitor'}","['Action', 'Drama', 'History', 'Thriller']"
Collective,"{'Catalin Tolontan': 'Self', 'Mirela Neag': 'Self', 'Razvan Lutac': 'Self', 'Tedy Ursuleanu': 'Self', 'Vlad Voiculescu': 'Principal Cast', 'Alexander Nanau': 'Producer', 'Bernard Michaux': 'Producer', 'Bianca Oana': 'Producer', 'Claude Waringo': 'Associate Producer', 'Hanka Kastelicová': 'Producer', 'Jani Thiltges': 'Associate Producer'}",['Documentary']
A Separation,"{'Leila Hatami': 'Simin', 'Peyman Moaadi': 'Nader', 'Sareh Bayat': 'Razieh', 'Ali-Asghar Shahbazi': ""Nader's Father"", 'Babak Karimi': 'Interrogator', 'Hamid Dadju': 'Creditor', 'Kimia Hosseini': 'Somayeh', ""Marila Zare'i"": 'Miss Ghahraii', 'Mohammad Ebrahimian': 'Judge', 'Mohammadhasan Asghari': 'Creditor', 'Sahabanu Zolghadr': 'Azam', 'Sarina Farhadi': 'Termeh', 'Shahab Hosseini': 'Hojjat', 'Shirin Azimiyannezhad': 'Woman In The Bus', 'Shirin Yazdanbakhsh': ""Simin's Mother""}",['Drama']
WALL-E,"{'Ben Burtt': 'WALL·E/M-O', 'Elissa Knight': 'EVE', 'Jeff Garlin': 'Captain McCrea', 'Bob Bergen': 'Additional Voices', 'Donald Fullilove': 'Additional Voices', 'Fred Willard': 'Shelby Forthright, BnL CEO', 'John Cygan': 'Additional Voices', 'John Ratzenberger': 'John', 'Kathy Najimy': 'Mary', 'Lori Alan': 'Additional Voices', 'MacInTalk': 'AUTO', 'Paul Eiding': 'Additional Voices', 'Pete Docter': 'Additional Voices', 'Sigourney Weaver': ""Ship's Computer"", 'Teddy Newton': 'Steward Bots', 'Teresa Ganzel': 'Additional Voices'}","['Adventure', 'Sci-Fi', 'Romance', 'Animation', 'Family']"
