movie_name,actors_List,genre_list 
A Prophet,"{'Tahar Rahim': 'Malik El Djebena', 'Adel Bencherif': 'Ryad', 'Antoine Basler': 'Pilicci', 'Foued Nassah': 'Antaro', 'Frédéric Graziani': 'Chef De Détention', 'Gilles Cohen': 'Prof', 'Hichem Yacoubi': 'Reyeb', 'Jean-Emmanuel Pagni': 'Santi', 'Jean-Philippe Ricci': 'Vettori', 'Leïla Bekhti': 'Djamila', 'Niels Arestrup': 'César Luciani', 'Pierre Leccia': 'Sampierro', 'Rabah Loucif': ""L'avocat De Malik"", 'Reda Kateb': 'Jordi', 'Slimane Dazi': 'Lattrache'}","['Drama', 'Crime']"
Hard to Be a God,"{'Aleksandr Chutko': 'Don Reba', 'Aleksandr Ilin': 'Arata', 'Algimantas Maceina': 'Cast', 'Dmitriy Vladimirov': 'Cast', 'Evgeniy Gerchakov': 'Budakh', 'Igor Volkov': 'Cast', 'Juris Laucinsh': 'Palach', 'Laura Lauri': 'Cast', 'Leonid Yarmolnik': 'Producer', 'Natalya Moteva': 'Ari', 'Oleg Botin': 'Bucher', 'Pyotr Merkurev': 'Cast', 'Remigijus Bilinskas': 'Warrior', 'Yuriy Tsurilo': 'Don Pampa', 'Viktor Izvekov': 'Producer'}","['Sci-Fi', 'Drama']"
Almost Famous,"{'Billy Crudup': 'Russell Hammond', 'Anna Paquin': 'Polexia Aphrodisia', 'Fairuza Balk': 'Sapphire', 'Frances McDormand': 'Elaine Miller', 'Jason Lee': 'Jeff Bebe', 'Jimmy Fallon': 'Dennis Hope', 'John Fedevich': 'Ed Vallencourt', 'Kate Hudson': 'Penny Lane', 'Liz Stauber': 'Leslie', 'Mark Kozelek': 'Larry Fellows', 'Michael Angarano': 'Young William', 'Noah Taylor': 'Dick Roswell', 'Patrick Fugit': 'William Miller', 'Philip Seymour Hoffman': 'Lester Bangs', 'Zooey Deschanel': 'Anita Miller'}","['Drama', 'Music']"
Paths of Glory,"{'Kirk Douglas': 'Col. Dax', 'Ralph Meeker': 'Cpl. Philippe Paris', 'Adolphe Menjou': 'Gen. George Broulard', 'Bert Freed': 'Sgt. Boulanger', 'Christiane Kubrick': 'German Singer', 'Emile Meyer': 'Father Dupree', 'Fred Bell': 'Shell-Shocked Soldier', 'George Macready': 'Gen. Paul Mireau', 'Jerry Hausner': 'Proprietor Of Cafe', 'Joe Turkel': 'Pvt. Pierre Arnaud', 'Kem Dibbs': 'Pvt. Lejeune', 'Peter Capell': 'Narrator Of Opening Sequence/Chief Judge Of Court-Martial', 'Richard Anderson': 'Maj. Saint-Auban', 'Timothy Carey': 'Pvt. Maurice Ferol', 'Wayne Morris': 'Lt. Roget'}","['Drama', 'War']"
Cold War,"{'Adam Ferency': 'Minister', 'Adam Szyszkowski': 'Guard', 'Adam Woronowicz': 'Consul', 'Agata Kulesza': 'Irena', 'Borys Szyc': 'Kaczmarek', 'Cédric Kahn': 'Michel', 'Drazen Sivak': 'Sleuth 1', 'Giorgio Rayzacher': 'Novelist', 'Jeanne Balibar': 'Juliette', 'Joanna Kulig': 'Zula', 'Slavko Sobin': 'Sleuth 2', 'Tomasz Kot': 'Wiktor', 'Aleksandra Kacprzak': 'The Intellectual', 'Aloïse Sauvage': 'Waitress', 'Anna Zagórska': 'Ania', 'Izabela Andrzejak': 'Mazurek', 'Martin Budny': 'American', 'Philip Lenkowsky': 'Extra', 'Tomasz Markiewicz': 'Leader Of ZMP'}","['Drama', 'Romance', 'Music']"
Big Men,"{'Brad Pitt': 'Executive Producer', 'Mette Hoffman Meyer': 'Executive Producer', 'Rachel Boynton': 'Producer'}",['Documentary']
American Splendor,"{'Harvey Pekar': 'Real Harvey', 'Paul Giamatti': 'Harvey Pekar', 'Shari Springer Berman': 'Interviewer', 'Barbara Brown': 'Nurse', 'Cameron Carter': 'Green Lantern', 'Chris Ambrose': 'Superman', 'Daniel Tay': 'Young Harvey', 'Danny Hoch': 'Marty', 'Earl Billings': 'Mr. Boats', 'James Urbaniak': 'Robert Crumb', 'Joey Krajcar': 'Batman', 'Josh Hutcherson': 'Robin', 'Larry John Meyers': 'Throat Doctor', 'Mary Faktor': 'Housewife', 'Vivienne Benesch': 'Lana'}","['Biography', 'Drama', 'Comedy']"
Hannah and Her Sisters,"{'Barbara Hershey': 'Lee', 'Dianne Wiest': 'Holly', 'Mia Farrow': 'Hannah', 'Michael Caine': 'Elliot', 'Woody Allen': 'Mickey', 'Carrie Fisher': 'April', 'Christian Clemenson': 'Larry', 'J.T. Walsh': 'Ed Smythe', 'John Turturro': 'Writer', 'Julia Louis-Dreyfus': 'Mary', 'Julie Kavner': 'Gail', 'Lewis Black': 'Paul', 'Lloyd Nolan': 'Evan', ""Maureen O'Sullivan"": 'Norma', 'Max von Sydow': 'Frederick'}","['Drama', 'Comedy', 'Romance']"
The Circus,"{'Al Ernest Garcia': 'The Circus Proprietor And Ring Master', 'Albert Austin': 'Clown', 'Charles Chaplin': 'A Tramp', 'George Davis': 'A Magician', 'Harry Crocker': 'Rex - A Tight Rope Walker', 'Henry Bergman': 'An Old Clown', 'John Rand': 'An Assistant Property Man', 'Merna Kennedy': 'His Step-Daughter - A Circus Rider', 'Steve Murphy': 'A Pickpocket', 'Tiny Sandford': 'The Head Property Man', 'Chester A. Bachman': 'Cop', 'Eugene Barry': 'Cop', 'Heinie Conklin': 'Clown', 'Jack Bernard': 'Man In Circus Audience', 'Stanley Blystone': 'Cop'}","['Comedy', 'Romance']"
The Tale,"{'Chelsea Alden': 'Samantha', 'Common': 'Martin', 'Elizabeth Debicki': 'Mrs. G', 'Ellen Burstyn': 'Nettie', 'Frances Conroy': 'Mrs. G - Older', 'Isabella Amara': 'Franny', 'Isabelle Nélisse': 'Jenny', 'Jason Ritter': 'Bill', 'John Heard': 'William P. Allens', 'Laura Allen': 'Young Nettie', 'Laura Dern': 'Jennifer', 'Emily Sandifer': 'Student #4', 'Gretchen Koerner': 'Iris', 'Jaqueline Fleming': 'Margie', 'Jessica Sarah Flaum': 'Jenny At 15', 'Madison David': 'Young Iris', 'Matthew Rauch': 'Aaron', 'Noah Lomax': 'Lucas', 'Thom Bishops': 'Detective Amato', 'Tina Parker': 'Fran'}","['Drama', 'Mystery', 'Thriller']"
Gosford Park,"{'Maggie Smith': 'Constance Trentham', 'Ryan Phillippe': 'Henry Denton', 'Bob Balaban': 'Morris Weissman', 'Camilla Rutherford': 'Isobel McCordle', 'Charles Dance': 'Lord Raymond Stockbridge', 'Claudie Blakley': 'Mabel Nesbitt', 'Geraldine Somerville': 'Louisa Stockbridge', 'James Wilby': 'Freddie Nesbitt', 'Jeremy Northam': 'Ivor Novello', 'Kristin Scott Thomas': 'Sylvia McCordle', 'Laurence Fox': 'Rupert Standish', 'Michael Gambon': 'William McCordle', 'Natasha Wightman': 'Lavinia Meredith', 'Tom Hollander': 'Anthony Meredith', 'Trent Ford': 'Jeremy Blond'}","['Drama', 'Mystery', 'Comedy']"
The Fits,"{'Royalty Hightower': 'Toni', 'Alexis Neblett': 'Beezy', 'Antonio A.B. Grant Jr.': 'Donté', ""Da'Sean Minor"": 'Jermaine', 'Inayah Rodgers': 'Karisma', 'Lauren Gibson': 'Maia', 'Makyla Burnam': 'Legs'}",['Drama']
Small Axe: Mangrove,"{'Gary Beadle': 'Dalston Isaacs', 'Gershwyn Eustache Jnr': 'Eddie LeCointe', 'Jay Simpson': 'Sargent Smith', 'Jodhi May': 'Selma James', 'Joshua Viner': 'Mr. Abott', 'Letitia Wright': 'Altheia Jones-Lecointe', 'Malachi Kirby': 'Darcus Howe', 'Rochenda Sandall': 'Barbara Beese', 'Sam Spruell': 'Pc Frank Pulley', 'Shaun Parkes': 'Frank Crichlow', 'James Hillier': 'Chief Inspector', 'Jon Prophet': 'James', 'Karl Farrer': 'Journalist', 'Michelle Greenidge': 'Mrs. Manning', 'Robert Jarvis': 'Police'}",['Drama']
Mad Max: Fury Road,"{'Charlize Theron': 'Imperator Furiosa', 'John Howard': 'People Eater', 'Nathan Jones': 'Rictus Erectus', 'Nicholas Hoult': 'Nux', 'Riley Keough': 'Capable', 'Tom Hardy': 'Max Rockatansky', 'Zoë Kravitz': 'Toast', 'Abbey Lee': 'The Dag', 'Angus Sampson': 'The Organic Mechanic', 'Coco Jack Gillies': 'Hope', 'Courtney Eaton': 'Fragile', 'Debra Ades': 'Desperate Women', 'Hugh Keays-Byrne': 'Immortan Joe', 'Iota': 'The Doof Warrior', 'Josh Helman': 'Slit', 'Megan Gale': 'Valkyrie', 'Mel Gibson': 'Drifter', 'Melissa Jaffer': 'Cast', 'Richard Carter': 'The Bullet Farmer', 'Richard Norton': 'Imperator', 'Rosie Huntington-Whiteley': 'The Splendid Angharad'}","['Action', 'Adventure', 'Sci-Fi', 'Thriller']"
United 93,"{'David Alan Basche': 'Todd Beamer', 'Liza Colón-Zayas': 'Waleska Martinez', 'Christian Clemenson': 'Thomas E. Burnett, Jr.', 'Denny Dillon': 'Colleen Fraser', 'Gary Commock': 'First Officer LeRoy Homer', 'J.J. Johnson': 'Captain Jason Dahl', 'Lorna Dallas': 'Linda Gronlund', 'Nancy McDoniel': 'Lorraine G. Bay', 'Opal Alladin': 'CeeCee Lyles', 'Polly Adams': 'Deborah Welsh', 'Ray Charleson': 'Joseph DeLuca', 'Richard Bekins': 'William Joseph Cashman', 'Starla Benford': 'Wanda Anita Green', 'Susan Blommaert': 'Jane Folger', 'Trish Gates': 'Sandra Bradshaw'}","['Drama', 'History', 'Crime']"
Capturing the Friedmans,"{'Abbey Boklan': 'Herself', 'Anthony Sgeugloi': 'Himself', 'Chuck Scarborough': 'Himself', 'Frances Galasso': 'Herself', 'Howard Friedman': 'Himself', 'John McDermott': 'Himself', 'Joseph Onorato': 'Himself', 'Judd Maltin': 'Himself', 'Ron Georgalis': 'Himself', 'Scott Banks': 'Himself', 'Seth Friedman': 'Himself', 'Andrew Jarecki': 'Producer', 'Jaye Nydick': 'Line Producer', 'Jennifer Rogen': 'Associate Producer', 'Marc Smerling': 'Producer', 'Peter Bove': 'Line Producer', 'Richard Hankin': 'Co-Producer'}","['Biography', 'Mystery', 'Crime', 'Documentary']"
The Truman Show,"{'Jim Carrey': 'Truman Burbank', 'Angel Schmiedt': ""Truman's Neighbor"", 'Blair Slater': 'Young Truman', 'Brian Delate': ""Truman's Father"", 'Don Taylor': 'Don', 'Fritz Dominique': ""Truman's Neighbor"", 'Heidi Schanz': 'Vivien', 'Holland Taylor': ""Truman's Mother"", 'Judy Clayton': 'Travel Agent', 'Laura Linney': 'Meryl Burbank/Hannah Gill', 'Natascha McElhone': 'Lauren/Sylvia', 'Noah Emmerich': 'Marlon', 'Peter Krause': 'Lawrence', 'Ron Taylor': 'Ron', 'Ted Raymond': 'Spencer'}",['Drama']
American Hustle,"{'Alessandro Nivola': 'Cast', 'Amy Adams': 'Maxine Gardner', 'Bradley Cooper': 'Jimmy Boyle', 'Christian Bale': 'Melvin Weinberg', 'Jennifer Lawrence': 'Rosalyn Rosenfeld', 'Jeremy Renner': 'Angelo Errichetti', 'Louis C.K.': 'Cast', 'Robert De Niro': 'Cast', 'Adrian Martinez': 'Julius', 'Anthony Zerbe': 'Senator Mitchel', 'Bo Cleary': 'FBI Agent', 'Christy Scott Cashman': 'Gretchen', 'Colleen Camp': 'Brenda', 'David Boston': 'Restaurant Patron', 'Dawn Olivieri': 'Cast', 'Elisabeth Röhm': 'Dolly Polito', 'Erica McDermott': 'Addie Abrams', 'Jack Huston': 'Pete Musane', 'Kenn Medeiros': 'Dinner Guest', 'Matthew Russell': 'Dominic Polito', 'Melissa McMeekin': 'Sabrina', 'Michael Peña': 'Paco Hernandez/Sheik Abdullah', 'Paul Herman': 'Alfonse Simone', 'Saïd Taghmaoui': ""Irv's Sheik Plant"", 'Shea Whigham': 'Carl Elway', 'Thomas Matthews': 'Francis Polito'}","['Drama', 'History', 'Thriller', 'Crime']"
Paterson,"{'Adam Driver': 'Paterson', 'Golshifteh Farahani': 'Laura', 'Barry Shabaka Henley': 'Doc', 'Brian McCarthy': 'Jimmy', 'Chasten Harmon': 'Marie', 'Dominic Liriano': 'Boy On Bus 1', 'Frank Harts': 'Luis', 'Helen-Jean Arthur': 'Older Woman 1', 'Jaden Michael': 'Boy On Bus 2', 'Jared Gilman': 'Male Student', 'Joan Kendall': 'Older Woman 2', 'Johnnie Mae': ""Doc's Wife"", 'Kacey Cockett': 'Woman In Red', 'Kara Hayward': 'Cast', 'Luis Da Silva Jr.': 'Man In Low Rider', 'Method Man': 'Method Man', 'Nellie': 'Marvin', 'Owen Asztalos': 'Kid', 'Rizwan Manji': 'Donny', 'Sterling Jerins': 'Cast', 'Trevor Parham': 'Sam', 'Troy T. Parham': 'Dave', 'William Jackson Harper': 'Everett'}","['Drama', 'Comedy', 'Romance']"
Star Wars: Episode IV - A New Hope,"{'Carrie Fisher': 'Princess Leia Organa', 'Harrison Ford': 'Han Solo', 'Mark Hamill': 'Luke Skywalker', 'Alec Guinness': 'Ben Obi-Wan Kenobi', 'Alex McCrindle': 'General Dodonna', 'Anthony Daniels': 'C-3po', 'David Prowse': 'Darth Vader', 'Eddie Byrne': 'General Willard', 'Jack Purvis': 'Chief Jawa', 'James Earl Jones': 'Darth Vader', 'Kenny Baker': 'r2-d2', 'Peter Cushing': 'Grand Moff Tarkin', 'Peter Mayhew': 'Chewbacca', 'Phil Brown': 'Uncle Owen', 'Shelagh Fraser': 'Aunt Beru'}","['Action', 'Adventure', 'Sci-Fi', 'Fantasy']"
Persepolis,"{'Catherine Deneuve': ""Mrs. Satrapi - Marjane's Mother"", 'Chiara Mastroianni': ""Marjane 'Marji' Satrapi, As A Teenager And A Woman"", 'Gena Rowlands': ""Marjane's Grandmother"", 'Adriana Anderson': 'Enforcer/Nun/Teacher', 'Amethyste Frezignac': 'Marjane As A Child', 'Arié Elmaleh': 'Walla', 'Danielle Darrieux': ""Marjane's Grandmother"", 'François Jerosme': 'Uncle Anouche', 'Gabrielle Lopes Benites': 'Marji', 'Jean-François Gallotte': 'Cast', 'Lexie Kendrick': 'Cast', 'Mathias Mlekuz': 'Walla', 'Paul Bandey': 'Brit/Customs (2008)', 'Robert Barr': 'Anchor/God (2008)', 'Sean Penn': ""Mr. Satrapi - Marjane's Father"", 'Simon Abkarian': ""Mr. Satrapi - Marjane's Father"", 'Sophie Arthuys': 'Walla', 'Stéphane Foenkinos': 'Cast', 'Tilly Mandelbrot': 'Lali'}","['Biography', 'Drama', 'War', 'Animation']"
The Age of Innocence,"{'Daniel Day-Lewis': 'Newland Archer', 'Michelle Pfeiffer': 'Ellen Olenska', 'Winona Ryder': 'May Welland', 'Alec McCowen': 'Sillerton Jackson', 'Alexis Smith': 'Louisa Van Der Luyden', 'Geraldine Chaplin': 'Mrs. Welland', 'Joanne Woodward': 'Narrator', 'Jonathan Pryce': 'Rivière', 'Mary Beth Hurt': 'Regina Beaufort', 'Michael Gough': 'Henry Van Der Luyden', 'Miriam Margolyes': 'Mrs. Mingott', 'Richard E. Grant': 'Larry Lefferts', 'Robert Sean Leonard': 'Ted Archer', 'Siân Phillips': 'Mrs. Archer', 'Stuart Wilson': 'Julius Beaufort'}","['Drama', 'Romance']"
Minding the Gap,"{'Betsy Steinberg': 'Executive Producer', 'Bing Liu': 'Producer', 'Chris White': 'Executive Producer', 'Diane Moy Quon': 'Producer', 'Gordon Quinn': 'Executive Producer', 'Justine Nagan': 'Executive Producer', 'Sally Jo Fifer': 'Executive Producer', 'Steve James': 'Executive Producer'}",['Documentary']
The Best of Youth,"{'Alessio Boni': 'Matteo Carati', 'Jasmine Trinca': 'Giorgia', 'Luigi Lo Cascio': 'Nicola Carati', 'Adriana Asti': 'Adriana Carati', 'Andrea Tidona': 'Angelo Carati', 'Claudio Gioè': 'Vitale Micavi', 'Fabrizio Gifuni': 'Carlo Tommasi', 'Giovanni Scifoni': 'Berto', 'Lidia Vitale': 'Giovanna Carati', 'Mario Schiano': 'Medicine Professor', 'Maya Sansa': 'Mirella Utano', 'Michele Melega': 'Literature Professor', 'Paolo Bonanni': 'Luigino', 'Sonia Bergamasco': 'Giulia Monfalco', 'Valentina Carnelutti': 'Francesca Carati'}","['Drama', 'Romance']"
The Overnighters,"{'Jay Reinke': 'Himself', 'Keegan Edwards': 'Himself'}","['Drama', 'Documentary']"
The Lives of Others,"{'Martina Gedeck': 'Christa-Maria Sieland', 'Sebastian Koch': 'Georg Dreyman', 'Ulrich Mühe': 'Hauptmann Gerd Wiesler', 'Bastian Trost': 'Häftling 227', 'Charly Hübner': 'Udo', 'Hans-Uwe Bauer': 'Paul Hauser', 'Herbert Knaup': 'Gregor Hessenstein', 'Marie Gruber': 'Frau Meineke', 'Martin Brambach': 'Einsatzleiter Meyer', 'Matthias Brenner': 'Karl Wallner', 'Thomas Thieme': 'Minister Bruno Hempf', 'Ulrich Tukur': 'Oberstleutnant Anton Grubitz', 'Volker Michalowski': 'Schriftexperte', 'Volkmar Kleinert': 'Albert Jerska', 'Werner Daehn': 'Einsatzleiter In Uniform'}","['Drama', 'Thriller']"
Memoria,"{'Agnes Brekke': 'Karen Holland', 'Constanza Gutierrez': 'Doctor Constanza', 'Daniel Giménez Cacho': 'Juan Ospina', 'Daniel Toro': 'Anthropologist Assistant', 'Elkin Díaz': 'Older Hernán Bedoya', 'Jeanne Balibar': 'Agnes Cerkinsky', 'Jerónimo Barón': 'Mateo Ospina', 'Juan Pablo Urrego': 'Young Hernán Bedoya', 'Tilda Swinton': 'Executive Producer', 'Alejandro Mares': 'Associate Producer', 'Andreas Roald': 'Co-Producer', 'Andrés Calderón': 'Co-Producer', 'Apichatpong Weerasethakul': 'Producer', 'Carlos Paz': 'Executive Producer', 'Caroleen Feeney': 'Co-Producer', 'Cattleya Paosrijaroen': 'Co-Producer', 'Cattleya Paosrijeroen': 'Co-Producer', 'Charles de Meaux': 'Producer', 'Charlotte Cook': 'Co-Producer', 'Cristina Gallego': 'Associate Producer', 'Dan Wechsler': 'Co-Producer', 'Danny Glover': 'Co-Producer', 'Diana Bustamante': 'Producer', 'Georges Schoucair': 'Co-Producer', 'Jamal Zeinal Zaide': 'Co-Producer', 'Joslyn Barnes': 'Co-Producer', 'Julio Chavezmontes': 'Producer', 'Keith Griffiths': 'Producer', 'Lawrence Davin': 'Associate Producer', 'Lorena Villarreal': 'Associate Producer', 'María Daniela Galvis Ríos': 'Advance Producer', 'Maxx Tsai': 'Co-Producer', 'Meng Xie': 'Co-Producer', 'Michael Weber': 'Producer', 'Mónica Moreno Bayard': 'Co-Producer', 'Myriam Sassine': 'Co-Producer', 'Paola Andrea Pérez Nieto': 'Line Producer', 'Pichai Chirathivat': 'Co-Producer', 'Qiao Cui': 'Co-Producer', 'Roy Azout': 'Associate Producer', 'Sebastian Hofmann': 'Associate Producer', 'Simon Field': 'Producer', 'Soros Sukhum': 'Co-Producer', 'Susan Rockefeller': 'Co-Producer', 'Tony Tabatznik': 'Co-Producer', 'Viola F': 'Co-Producer', 'Zhang Ke Jia': 'Co-Producer'}","['Sci-Fi', 'Drama']"
Two-Lane Blacktop,"{'Bill Keller': 'Texas Hitchhiker', 'David Drake': 'Needles Station Attendant', 'Dennis Wilson': 'The Mechanic', 'Harry Dean Stanton': 'Oklahoma Hitchhiker', 'Jaclyn Hellman': ""Driver's Girl"", 'James Taylor': 'The Driver', 'Laurie Bird': 'The Girl', 'Richard Ruth': 'Needles Station Mechanic', 'Rudy Wurlitzer': 'Hot Rod Driver', 'Warren Oates': 'G.T.O', 'Alan Vint': 'Man In Roadhouse', 'Charles Moore': 'Texas Policeman #2', 'Don Samuels': 'Texas Policeman #1', 'Tom Green': 'Boswell Attendant', 'W.H. Harrison': 'Parts Store Owner'}",['Drama']
Drive My Car,"{'Ann Fite': 'Principal Cast', 'Dae-Young Jin': 'Kon Yoon-Su', 'Hidetoshi Nishijima': 'Yûsuke Kafuku', 'Masaki Okada': 'Kôji Takatsuki', 'Perry Dizon': 'Principal Cast', 'Reika Kirishima': ""Oto, Kafuku's Wife"", 'Satoko Abe': 'Yuhara', 'Sonia Yuan': 'Janice Chan', 'Tôko Miura': 'Misaki Watari', 'Yoo-rim Park': 'Lee Yoon-A', 'Jin Suzuki': 'Producer', 'Kazuo Nakanishi': 'Executive Producer', 'Keiji Okumura': 'Producer', 'Misaki Kawamura': 'Producer', 'Osamu Kubota': 'Producer', 'Sachio Matsushita': 'Producer', 'Tamon Kondô': 'Associate Producer', 'Teruhisa Yamamoto': 'Producer', 'Tsuyoshi Gorô': 'Producer', 'Yoshito Nakabe': 'Producer', 'Yuji Sadai': 'Executive Producer'}",['Drama']
House of Flying Daggers,"{'Andy Lau': 'Leo', 'Takeshi Kaneshiro': 'Jin', 'Ziyi Zhang': 'Xiao Mei', 'Dandan Song': 'Yee', 'Dong Liu': 'Performer', 'Hongfei Zhao': 'Performer', 'Hongwei Zhao': 'Performer', 'Jiusheng Wang': 'Performer', 'Jun Guo': 'Performer', 'Liping Tian': 'Performer', 'Qi Zi': 'Performer', 'Shu Zhang': 'Performer', 'Xuedong Qu': 'Performer', 'Yongxin Wang': 'Performer', 'Zhengyong Zhang': 'Performer'}","['Action', 'Adventure', 'Drama', 'Fantasy', 'Romance']"
63 Up,"{'Andrew Brackfield': 'Himself', 'Jacqueline Bassett': 'Herself', 'John Brisby': 'Himself', 'Neil Hughes': 'Himself', 'Paul Kligerman': 'Himself', 'Peter Davies': 'Himself', 'Susan Sullivan': 'Herself', 'Symon Basterfield': 'Himself', 'Ceri Aston': 'Executive Producer', 'Claire Lewis': 'Producer', 'Claire McBride': 'Post Producer', 'Cort Kristensen': 'Associate Producer', 'Sally Evans': 'Executive Producer'}",['Documentary']
Treasure Island,"{'Basil Sydney': 'Captain Smollett', 'Bobby Driscoll': 'Jim Hawkins', ""Denis O'Dea"": 'Dr. Livesy', 'Finlay Currie': 'Capt. Billy Bones', 'Geoffrey Keen': 'Israel Hands', 'Geoffrey Wilkinson': 'Ben Gunn', 'John Laurie': 'Blind Pew', 'Ralph Truman': 'George Merry', 'Robert Newton': 'Long John Silver', 'Walter Fitzgerald': 'Squire Trelawney', 'Andrew Blackett': 'Gray', 'David Davies': 'Mr. Arrow', 'Francis de Wolff': 'Black Dog', 'John Gregson': 'Redruth', 'William Devlin': 'Morgan'}","['Adventure', 'Family']"
Lost in Translation,"{'Bill Murray': 'Bob Harris', 'Giovanni Ribisi': 'John', 'Scarlett Johansson': 'Charlotte', 'Akiko Takeshita': 'Ms. Kawasaki', 'Akira Yamaguchi': 'Bellboy', 'Catherine Lambert': 'Jazz Singer', 'Diamond Yukai': 'Commercial Director', 'François du Bois': 'Sausalito Piano', 'Gregory Pekar': 'American Businessman #1', 'Kazuko Shibata': 'Press Agent', 'Kazuyoshi Minamimagoe': 'Press Agent', 'Richard Allen': 'American Businessman #2', 'Ryuichiro Baba': 'Concierge', 'Take': 'Press Agent', 'Tim Leffman': 'Sausalito Guitar'}","['Drama', 'Romance']"
Blue Is the Warmest Color,"{'Ad': 'Ad', 'Alma Jodorowsky': 'B', 'Anne Loiret': 'M', 'Aurélien Recoing': 'P', 'Benjamin Siksou': 'Antoine', 'Beno': 'Vincent', 'Catherine Salée': 'M', 'Jeremie Laheurte': 'Thomas', 'Léa Seydoux': 'Emma', 'Mona Walravens': 'Lise', 'Salim Kechiouche': 'Samir', 'Sandor Funtek': 'Valentin', 'Aurelie Lemanceau': 'Sabine', 'Baya Rehaz': 'Meryem', 'Fanny Maurin': 'Am', 'Karim Saidi': 'Kader', 'Maelys Cabezon': 'Laetitia', 'Samir Bella': 'Samir'}","['Drama', 'Romance']"
Searching for Bobby Fischer,"{'Ben Kingsley': 'Bruce Pandolfini', 'David Paymer': 'Kalev', 'Hal Scardino': 'Morgan', 'Joan Allen': 'Bonnie Waitzkin', 'Joe Mantegna': 'Fred Waitzkin', 'Laurence Fishburne': 'Vinnie', 'Max Pomeranc': 'Josh Waitzkin', 'Michael Nirenberg': 'Jonathan Poe', 'Robert Stephens': ""Poe's Teacher"", 'Vasek Simek': 'Russian Park Player', 'Anthony Heald': 'Fighting Parent', 'Dan Hedaya': 'Tournament Director', 'Laura Linney': 'School Teacher', 'Steven Randazzo': 'Man Of Many Signals', 'William H. Macy': 'Tunafish Father'}","['Biography', 'Drama']"
Hit the Road,"{'Amin Simiar': 'Principal Cast', 'Hassan Madjooni': 'Principal Cast', 'Pantea Panahiha': 'Principal Cast', 'Rayan Sarlak': 'Principal Cast', 'Jafar Panahi': 'Producer', 'Mastaneh Mohajer': 'Producer', 'Panah Panahi': 'Producer'}",['Drama']
Assault on Precinct 13,"{'Austin Stoker': 'Ethan Bishop', 'Darwin Joston': 'Napoleon Wilson', 'Laurie Zimmer': 'Leigh', 'Alan Koss': 'Patrolman Baxter', 'Charles Cyphers': 'Starker', 'Frank Doubleday': 'White Warlord', 'Gilbert De la Pena': 'Chicano Warlord', 'Henry Brandon': 'Chaney', 'John J. Fox': 'Warden', 'Kim Richards': 'Kathy', 'Marc Ross': 'Patrolman Tramer', 'Martin West': 'Lawson', 'Nancy Kyes': 'Julie', 'Peter Bruni': 'Ice Cream Man', 'Tony Burton': 'Wells'}","['Action', 'Thriller', 'Crime']"
Man on Wire,"{'Philippe Petit': 'Himself', 'Aaron Haskell': 'Jean-François - Drama Reconstructions', 'Alan Welner': 'Himself', 'Annie Allix': 'Herself', 'Ardis Campbell': 'Annie - Drama Reconstructions', 'Barry Greenhouse': 'Himself', 'David Demato': 'Jean-Louis - Drama Reconstructions', 'David Forman': 'Himself', 'Guy F. Tozzoli': 'Himself', 'Jean François Heckel': 'Himself', 'Jean-Louis Blondeau': 'Himself', 'Jim Moore': 'Himself', 'Mark Lewis': 'Himself', 'Paul McGill': 'Philippe - Drama Reconstructions', 'Shawn Dempewolff-Barrett': 'David - Drama Reconstructions'}","['Crime', 'Documentary']"
For Sama,"{'Ben de Pear': 'Executive Producer', 'George Waldrum': 'Executive Producer', 'Nevine Mabro': 'Executive Producer', 'Raney Aronson': 'Executive Producer', 'Siobhan Sinnerton': 'Executive Producer', 'Waad Al-Khateab': 'Producer'}",['Documentary']
The Tragedy of Macbeth,"{'Alex Hassell': 'Ross', 'Brendan Gleeson': 'King Duncan', 'Brian Thompson': 'Young Murderer', 'Corey Hawkins': 'Macduff', 'Denzel Washington': 'Lord Macbeth', 'Frances McDormand': 'Lady Macbeth', 'Harry Melling': 'Malcolm', 'Miles Anderson': 'Lennox', 'Ralph Ineson': 'The Captain', 'Sean Patrick Thomas': 'Monteith', 'Ethan Hutchison': ""Macduff's Son"", 'Jacob McCarthy': 'Wheyface', 'James Udom': 'Seyton', 'Matt Helm': 'Donalbain', 'Max Baker': 'Doctor'}","['Drama', 'History', 'Thriller', 'War']"
Force of Evil,"{'Barry Kelley': 'Detective Egan', 'Beatrice Pearson': 'Doris Lowry', 'Howland Chamberlain': 'Freddie Bauer', 'John Garfield': 'Joe Morse', 'Marie Windsor': 'Edna Tucker', 'Paul Fix': 'Bill Ficco', 'Paul McVey': 'Hobe Wheelock', 'Roy Roberts': 'Ben Tucker', 'Stanley Prager': 'Wally', 'Thomas Gomez': 'Leo Morse', 'Georgia Backus': 'Sylvia Morse', 'Jessie Arnold': 'Sorter', 'Margaret Bert': 'Sorter', 'Murray Alper': 'Comptroller', 'Sam Ash': 'Undetermined Secondary Role'}","['Drama', 'Crime', 'Film-Noir']"
